"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v1064943858","50.5.2","0.00","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v1064943858","50.5.2","0.00","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v1064943858","50.5.2","1.59","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v1064943938","50.10.2","0.00","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v1064943938","50.10.2","0.00","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v1064943938","50.10.2","0.00","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v1064943938","50.10.2","0.00","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v1064943938","50.10.2","0.00","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v1064943986","50.13.2","0.83","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v1064943986","50.13.2","0.00","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v1064943986","50.13.2","2.44","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v1064943986","50.13.2","0.00","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v1064943986","50.13.2","0.00","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v1064944002","50.14.2","0.00","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v1064944002","50.14.2","0.00","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v1064944002","50.14.2","1.63","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v1064944002","50.14.2","0.00","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v1064944002","50.14.2","0.80","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v1064944018","50.15.2","1.67","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v1064944018","50.15.2","1.65","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v1064944018","50.15.2","4.88","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v1064944018","50.15.2","4.83","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v1064944018","50.15.2","0.80","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v1064944034","50.16.2","40.07","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v1064944034","50.16.2","51.24","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v1064944034","50.16.2","103.40","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v1064944034","50.16.2","125.47","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v1064944034","50.16.2","133.56","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v1064944050","50.17.2","20.03","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v1064944050","50.17.2","31.40","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v1064944050","50.17.2","34.19","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v1064944050","50.17.2","41.82","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v1064944050","50.17.2","38.96","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v1064944130","50.22.2","10.85","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v1064944130","50.22.2","18.18","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v1064944130","50.22.2","8.96","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v1064944130","50.22.2","15.28","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v1064944130","50.22.2","11.93","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v1064944146","50.23.2","196.99","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v1064944146","50.23.2","207.43","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v1064944146","50.23.2","288.21","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v1064944146","50.23.2","255.77","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v1064944146","50.23.2","271.89","","","","2"
"2016","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v1064944162","50.24.2","603.50","","","","2"
"2017","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v1064944162","50.24.2","664.44","","","","2"
"2018","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v1064944162","50.24.2","912.65","","","","2"
"2019","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v1064944162","50.24.2","887.95","","","","2"
"2020","Lethbridge, Alberta [48810]","2011S0503810","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v1064944162","50.24.2","821.24","","","","2"
"2016","Calgary, Alberta [48825]","2011S0503825","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44356811","34.5.2","2.27","","","","2"
"2017","Calgary, Alberta [48825]","2011S0503825","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44356811","34.5.2","2.11","","","","2"
"2018","Calgary, Alberta [48825]","2011S0503825","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44356811","34.5.2","1.34","","","","2"
"2019","Calgary, Alberta [48825]","2011S0503825","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44356811","34.5.2","1.57","","","","2"
"2020","Calgary, Alberta [48825]","2011S0503825","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44356811","34.5.2","2.53","","","","2"
"2016","Calgary, Alberta [48825]","2011S0503825","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44344552","34.10.2","0.07","","","","2"
"2017","Calgary, Alberta [48825]","2011S0503825","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44344552","34.10.2","0.34","","","","2"
"2018","Calgary, Alberta [48825]","2011S0503825","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44344552","34.10.2","0.07","","","","2"
"2019","Calgary, Alberta [48825]","2011S0503825","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44344552","34.10.2","0.00","","","","2"
"2020","Calgary, Alberta [48825]","2011S0503825","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44344552","34.10.2","0.13","","","","2"
"2016","Calgary, Alberta [48825]","2011S0503825","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44379186","34.13.2","1.17","","","","2"
"2017","Calgary, Alberta [48825]","2011S0503825","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44379186","34.13.2","1.43","","","","2"
"2018","Calgary, Alberta [48825]","2011S0503825","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44379186","34.13.2","1.20","","","","2"
"2019","Calgary, Alberta [48825]","2011S0503825","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44379186","34.13.2","0.79","","","","2"
"2020","Calgary, Alberta [48825]","2011S0503825","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44379186","34.13.2","0.65","","","","2"
"2016","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347439","34.14.2","0.21","","","","2"
"2017","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347439","34.14.2","0.27","","","","2"
"2018","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347439","34.14.2","0.33","","","","2"
"2019","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347439","34.14.2","0.39","","","","2"
"2020","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44347439","34.14.2","0.32","","","","2"
"2016","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44390675","34.15.2","0.55","","","","2"
"2017","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44390675","34.15.2","2.17","","","","2"
"2018","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44390675","34.15.2","2.81","","","","2"
"2019","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44390675","34.15.2","2.03","","","","2"
"2020","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44390675","34.15.2","2.91","","","","2"
"2016","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44407851","34.16.2","48.25","","","","2"
"2017","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44407851","34.16.2","57.74","","","","2"
"2018","Calgary, Alberta [48825]","2011S0503825","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44407851","34.16.2","68.87","","","","2"
